Date,Station,Latitude,Longitude,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2013-06-05,2,41.786,-87.752,76,56,66.0,M,46,55,0, 1,-,-,RA,M,M,M,0.0,29.33,29.99,6.1,6,8.3
2013-06-06,1,41.995,-87.933,64,52,58.0,-8,50,53,7, 0,0417,1923,RA,0,M,0.0,0.15,29.18,29.91,8.9,3,9.1
2013-06-06,2,41.786,-87.752,65,54,59.5,M,48,53,5, 0,-,-,RA,M,M,M,0.06,29.23,29.90,9.0,3,9.6
2013-06-07,1,41.995,-87.933,68,52,60.0,-6,45,52,5, 0,0417,1924, ,0,M,0.0,0.0,29.20,29.92,9.5,3,9.9
2013-06-07,2,41.786,-87.752,68,54,61.0,M,44,52,4, 0,-,-, ,M,M,M,0.0,29.26,29.92,8.8,2,9.2
2013-06-08,1,41.995,-87.933,74,49,61.5,-4,43,53,3, 0,0417,1925, ,0,M,0.0,0.0,29.25,29.96,4.7,7,5.4
2013-06-08,2,41.786,-87.752,74,50,62.0,M,42,53,3, 0,-,-, ,M,M,M,0.0,29.31,29.96,4.7,6,5.6
2013-06-09,1,41.995,-87.933,80,55,67.5, 2,55,61,0, 3,0416,1925,RA,0,M,0.0,0.01,29.15,29.88,6.0,15,8.9
2013-06-09,2,41.786,-87.752,83,58,70.5,M,53,61,0, 6,-,-,RA,M,M,M,0.01,29.22,29.88,7.1,15,8.4
2013-06-10,1,41.995,-87.933,76,60,68.0, 1,63,65,0, 3,0416,1926,TSRA RA BR HZ,0,M,0.0,0.26,29.08,29.79,2.7,4,4.3
2013-06-10,2,41.786,-87.752,75,61,68.0,M,61,64,0, 3,-,-,RA BR HZ VCFG,M,M,M,0.85,29.14,29.78,2.0,7,4.4
2013-06-11,1,41.995,-87.933,83,60,71.5, 5,62,67,0, 7,0416,1926,RA BR,0,M,0.0,0.0,29.13,29.85,3.2,25,4.5
2013-06-11,2,41.786,-87.752,84,60,72.0,M,61,66,0, 7,-,-,RA FG+ BR,M,M,M,0.24,29.21,29.85,2.5,23,4.1
2013-06-12,1,41.995,-87.933,86,63,74.5, 7,64,67,0,10,0416,1927,TS TSRA BR,0,M,0.0,0.75,29.00,29.74,3.1,8,8.0
2013-06-12,2,41.786,-87.752,87,64,75.5,M,64,67,0,11,-,-,TSRA RA BR HZ,M,M,M,0.25,29.08,29.74,2.9,5,5.8
2013-06-13,1,41.995,-87.933,73,58,65.5,-2,54,59,0, 1,0416,1927,BR,0,M,0.0,0.0,29.23,29.92,11.7,3,12.2
2013-06-13,2,41.786,-87.752,72,59,65.5,M,53,59,0, 1,-,-,BR,M,M,M,0.0,29.29,29.91,12.6,1,13.2
2013-06-14,1,41.995,-87.933,78,56,67.0,-1,51,57,0, 2,0416,1928, ,0,M,0.0,0.0,29.34,30.05,6.6,6,7.9
2013-06-14,2,41.786,-87.752,76,57,66.5,M,50,57,0, 2,-,-, ,M,M,M,0.0,29.40,30.04,6.0,5,7.8
2013-06-15,1,41.995,-87.933,80,58,69.0, 1,62,65,0, 4,0416,1928,RA BR,0,M,0.0,0.17,29.21,29.95,5.6,21,7.7
2013-06-15,2,41.786,-87.752,81,61,71.0,M,60,64,0, 6,-,-,TS RA,M,M,M,0.12,29.28,29.95,5.6,21,7.2
2013-06-16,1,41.995,-87.933,86,69,77.5, 9,62,67,0,13,0416,1929, ,0,M,0.0,0.0,29.16,29.88,8.3,27,9.2
2013-06-16,2,41.786,-87.752,83,69,76.0,M,62,67,0,11,-,-, ,M,M,M,0.0,29.23,29.87,8.6,24,9.5
2013-06-17,1,41.995,-87.933,88,59,73.5, 5,55,63,0, 9,0416,1929, ,0,M,0.0,0.03,29.18,29.89,3.9,29,8.1
2013-06-17,2,41.786,-87.752,88,62,75.0,M,56,64,0,10,-,-,TSRA,M,M,M,0.1,29.24,29.88,3.7,28,8.4
2013-06-18,1,41.995,-87.933,71,56,63.5,-6,52,56,1, 0,0416,1929,BR,0,M,0.0,0.0,29.31,30.01,11.4,3,11.6
2013-06-18,2,41.786,-87.752,70,57,63.5,M,52,57,1, 0,-,-,RA BR HZ,M,M,M,0.01,29.36,30.00,12.1,2,12.4
2013-06-19,1,41.995,-87.933,75,53,64.0,-6,46,55,1, 0,0416,1930, ,0,M,0.0,0.0,29.39,30.10,5.9,8,6.9
2013-06-19,2,41.786,-87.752,75,57,66.0,M,46,56,0, 1,-,-, ,M,M,M,0.0,29.44,30.09,6.4,7,7.2
2013-06-20,1,41.995,-87.933,86,56,71.0, 1,58,64,0, 6,0416,1930, ,0,M,0.0,0.0,29.38,30.10,5.1,12,5.9
2013-06-20,2,41.786,-87.752,86,62,74.0,M,57,64,0, 9,-,-, ,M,M,M,0.0,29.45,30.10,6.0,11,7.2
2013-06-21,1,41.995,-87.933,82,68,75.0, 5,65,68,0,10,0416,1930,RA BR,0,M,  T,0.79,29.34,30.04,7.4,19,9.5
2013-06-21,2,41.786,-87.752,85,70,77.5,M,63,67,0,13,-,-,TSRA,M,M,M,0.11,29.39,30.04,7.6,19,9.6
2013-06-22,1,41.995,-87.933,80,67,73.5, 4,67,69,0, 9,0417,1931,RA,0,M,0.0,0.04,29.30,30.01,3.1,22,8.4
2013-06-22,2,41.786,-87.752,83,70,76.5,M,65,69,0,12,-,-, ,M,M,M,0.0,29.37,30.00,4.8,20,7.8
2013-06-23,1,41.995,-87.933,87,66,76.5, 7,68,71,0,12,0417,1931,RA,0,M,0.0,0.84,29.26,29.97,10.7,20,11.5
2013-06-23,2,41.786,-87.752,89,69,79.0,M,66,70,0,14,-,-,TSRA,M,M,M,0.0,29.34,29.97,9.3,20,9.5
2013-06-24,1,41.995,-87.933,89,67,78.0, 7,67,69,0,13,0417,1931,BR,0,M,0.0,0.18,29.25,29.95,8.9,23,10.0
2013-06-24,2,41.786,-87.752,86,68,77.0,M,65,69,0,12,-,-,HZ,M,M,M,0.14,29.30,29.96,10.5,21,11.0
2013-06-25,1,41.995,-87.933,85,67,76.0, 5,69,71,0,11,0417,1931,TSRA,0,M,0.0,0.03,29.13,29.86,4.5,19,6.9
2013-06-25,2,41.786,-87.752,87,70,78.5,M,67,71,0,14,-,-,RA,M,M,M,0.0,29.21,29.85,5.2,21,8.6
2013-06-26,1,41.995,-87.933,80,66,73.0, 2,67,68,0, 8,0418,1931,TSRA RA BR,0,M,0.0,1.48,29.05,29.76,2.2,16,7.4
2013-06-26,2,41.786,-87.752,81,68,74.5,M,65,68,0,10,-,-,TS RA,M,M,M,0.19,29.11,29.75,2.6,18,9.0
2013-06-27,1,41.995,-87.933,90,64,77.0, 6,67,70,0,12,0418,1931,BR,0,M,  T,0.92,29.01,29.73,7.2,29,7.2
2013-06-27,2,41.786,-87.752,91,66,78.5,M,65,69,0,14,-,-,BR HZ,M,M,M,0.59,29.08,29.71,6.1,29,6.8
2013-06-28,1,41.995,-87.933,83,67,75.0, 4,61,66,0,10,0419,1931,RA,0,M,0.0,0.0,28.91,29.63,10.5,31,10.9
2013-06-28,2,41.786,-87.752,83,68,75.5,M,60,65,0,11,-,-,RA,M,M,M,0.16,28.97,29.62,9.0,29,9.8
2013-06-29,1,41.995,-87.933,72,64,68.0,-3,59,62,0, 3,0419,1931,BR,0,M,0.0,0.0,28.97,29.66,12.0,2,12.3
2013-06-29,2,41.786,-87.752,72,64,68.0,M,59,62,0, 3,-,-,RA,M,M,M,0.0,29.03,29.65,11.7,1,12.0
2013-06-30,1,41.995,-87.933,77,62,69.5,-2,52,59,0, 5,0419,1931, ,0,M,0.0,0.0,29.20,29.88,13.8,2,13.9
2013-06-30,2,41.786,-87.752,76,64,70.0,M,52,60,0, 5,-,-, ,M,M,M,0.0,29.25,29.86,14.0,1,14.2
2013-07-01,1,41.995,-87.933,75,59,67.0,-5,51,58,0, 2,0420,1931, ,0,M,0.0,0.0,29.31,30.03,12.6,3,12.3
2013-07-01,2,41.786,-87.752,75,61,68.0,M,50,58,0, 3,-,-, ,M,M,M,0.0,29.37,30.01,13.8,3,13.6
2013-07-02,1,41.995,-87.933,68,60,64.0,-8,52,57,1, 0,0420,1931, ,0,M,0.0,0.0,29.33,30.05,11.0,3,11.2
2013-07-02,2,41.786,-87.752,68,62,65.0,M,53,58,0, 0,-,-,RA,M,M,M,0.0,29.39,30.04,12.0,3,12.3
2013-07-03,1,41.995,-87.933,72,59,65.5,-6,60,62,0, 1,0421,1931,DZ BR HZ,0,M,0.0,0.02,29.32,30.04,2.2,2,5.3
2013-07-03,2,41.786,-87.752,74,62,68.0,M,60,62,0, 3,-,-,TSRA RA,M,M,M,0.07,29.38,30.03,0.5,36,4.2
2013-07-04,1,41.995,-87.933,83,56,69.5,-2,61,64,0, 5,0422,1930,BR,0,M,0.0,0.0,29.34,30.05,4.4,20,5.1
2013-07-04,2,41.786,-87.752,83,61,72.0,M,59,65,0, 7,-,-,BR HZ,M,M,M,0.0,29.41,30.05,7.3,19,7.7
2013-07-05,1,41.995,-87.933,86,60,73.0, 1,61,66,0, 8,0422,1930, ,0,M,0.0,0.0,29.33,30.04,3.7,19,4.8
2013-07-05,2,41.786,-87.752,87,63,75.0,M,60,66,0,10,-,-, ,M,M,M,0.0,29.39,30.03,5.1,20,5.9
2013-07-06,1,41.995,-87.933,83,65,74.0, 2,65,68,0, 9,0423,1930, ,0,M,0.0,0.0,29.29,30.01,4.1,19,4.5
2013-07-06,2,41.786,-87.752,82,71,76.5,M,63,68,0,12,-,-, ,M,M,M,0.0,29.36,30.00,5.4,19,5.9
2013-07-07,1,41.995,-87.933,88,70,79.0, 7,67,71,0,14,0423,1930, ,0,M,0.0,0.0,29.26,29.97,6.6,21,6.8
2013-07-07,2,41.786,-87.752,89,70,79.5,M,66,71,0,15,-,-, ,M,M,M,0.0,29.33,29.96,8.0,21,8.2
2013-07-08,1,41.995,-87.933,86,70,78.0, 5,71,74,0,13,0424,1929,TSRA RA BR,0,M,0.0,0.5,29.24,29.95,7.8,23,8.4
2013-07-08,2,41.786,-87.752,87,71,79.0,M,70,72,0,14,-,-,RA BR,M,M,M,0.84,29.31,29.95,10.0,22,10.5
2013-07-09,1,41.995,-87.933,85,73,79.0, 6,74,75,0,14,0425,1929,BR,0,M,0.0,0.0,29.19,29.91,6.9,23,7.3
2013-07-09,2,41.786,-87.752,85,75,80.0,M,72,75,0,15,-,-,RA BR HZ,M,M,M,0.01,29.26,29.91,8.9,23,9.3
2013-07-10,1,41.995,-87.933,85,66,75.5, 3,65,70,0,11,0425,1929, ,0,M,0.0,0.0,29.20,29.89,6.0,34,8.3
2013-07-10,2,41.786,-87.752,87,66,76.5,M,65,69,0,12,-,-, ,M,M,M,0.0,29.26,29.88,3.7,3,8.0
2013-07-11,1,41.995,-87.933,81,64,72.5, 0,54,62,0, 8,0426,1928, ,0,M,0.0,0.0,29.36,30.06,6.5,3,7.4
2013-07-11,2,41.786,-87.752,80,63,71.5,M,52,61,0, 7,-,-, ,M,M,M,0.0,29.42,30.05,6.3,3,7.5
2013-07-12,1,41.995,-87.933,83,58,70.5,-2,53,61,0, 6,0427,1928, ,0,M,0.0,0.0,29.38,30.10,4.0,8,4.8
2013-07-12,2,41.786,-87.752,82,60,71.0,M,54,62,0, 6,-,-, ,M,M,M,0.0,29.44,30.09,4.1,8,5.4
2013-07-13,1,41.995,-87.933,84,62,73.0, 0,59,65,0, 8,0428,1927, ,0,M,0.0,0.0,29.41,30.12,6.8,9,7.5
2013-07-13,2,41.786,-87.752,83,67,75.0,M,58,65,0,10,-,-, ,M,M,M,0.0,29.47,30.11,6.4,9,7.1
2013-07-14,1,41.995,-87.933,88,72,80.0, 7,66,71,0,15,0428,1927, ,0,M,0.0,0.0,29.47,30.17,6.7,9,7.6
2013-07-14,2,41.786,-87.752,88,73,80.5,M,66,70,0,16,-,-, ,M,M,M,0.0,29.52,30.16,8.2,8,8.5
2013-07-15,1,41.995,-87.933,89,71,80.0, 6,71,74,0,15,0429,1926, ,0,M,0.0,0.09,29.52,30.23,4.3,8,5.1
2013-07-15,2,41.786,-87.752,91,75,83.0,M,71,74,0,18,-,-, ,M,M,M,0.02,29.57,30.21,5.0,8,6.2
2013-07-16,1,41.995,-87.933,92,73,82.5, 9,72,75,0,18,0430,1925, ,0,M,0.0,0.0,29.54,30.25,6.4,23,6.8
2013-07-16,2,41.786,-87.752,93,77,85.0,M,70,75,0,20,-,-, ,M,M,M,0.01,29.61,30.24,6.8,22,7.3
2013-07-17,1,41.995,-87.933,94,76,85.0,11,72,76,0,20,0431,1925, ,0,M,0.0,0.0,29.51,30.23,6.7,26,6.9
2013-07-17,2,41.786,-87.752,95,77,86.0,M,70,75,0,21,-,-, ,M,M,M,0.0,29.57,30.21,6.2,25,7.1
2013-07-18,1,41.995,-87.933,95,77,86.0,12,72,76,0,21,0432,1924, ,0,M,0.0,0.0,29.31,30.05,7.2,24,8.1
2013-07-18,2,41.786,-87.752,96,79,87.5,M,71,76,0,23,-,-,TS,M,M,M,0.0,29.38,30.04,8.8,23,9.4
2013-07-19,1,41.995,-87.933,96,71,83.5,10,70,75,0,19,0433,1923,TS BR,0,M,0.0,0.58,29.10,29.83,13.3,25,14.0
2013-07-19,2,41.786,-87.752,97,75,86.0,M,69,75,0,21,-,-,TS,M,M,M,0.0,29.17,29.82,13.4,24,13.9
2013-07-20,1,41.995,-87.933,89,71,80.0, 6,64,69,0,15,0433,1923, ,0,M,0.0,0.06,29.17,29.86,4.8,1,7.5
2013-07-20,2,41.786,-87.752,88,72,80.0,M,63,69,0,15,-,-,RA,M,M,M,0.01,29.23,29.85,3.8,3,7.2
2013-07-21,1,41.995,-87.933,88,68,78.0, 4,65,69,0,13,0434,1922, ,0,M,0.0,0.01,29.18,29.89,2.8,7,6.7
2013-07-21,2,41.786,-87.752,89,72,80.5,M,63,69,0,16,-,-, ,M,M,M,0.0,29.24,29.88,2.9,11,7.9
2013-07-22,1,41.995,-87.933,87,71,79.0, 5,66,71,0,14,0435,1921,TSRA RA,0,M,0.0,0.0,29.07,29.78,4.9,24,7.4
2013-07-22,2,41.786,-87.752,90,72,81.0,M,64,70,0,16,-,-,TSRA,M,M,M,0.0,29.14,29.77,5.2,21,7.4
2013-07-23,1,41.995,-87.933,78,63,70.5,-3,60,64,0, 6,0436,1920, ,0,M,0.0,0.03,29.15,29.83,8.8,2,11.0
2013-07-23,2,41.786,-87.752,80,65,72.5,M,58,64,0, 8,-,-, ,M,M,M,0.0,29.21,29.81,7.3,1,11.4
2013-07-24,1,41.995,-87.933,72,60,66.0,-8,51,58,0, 1,0437,1919, ,0,M,0.0,0.0,29.31,30.01,7.8,5,8.1
2013-07-24,2,41.786,-87.752,73,62,67.5,M,48,57,0, 3,-,-, ,M,M,M,0.0,29.38,30.01,10.1,5,10.5
2013-07-25,1,41.995,-87.933,81,57,69.0,-5,54,61,0, 4,0438,1918, ,0,M,0.0,0.0,29.33,30.05,4.1,23,5.1
2013-07-25,2,41.786,-87.752,81,58,69.5,M,52,60,0, 5,-,-, ,M,M,M,0.0,29.39,30.05,2.7,23,3.9
2013-07-26,1,41.995,-87.933,70,62,66.0,-8,61,63,0, 1,0439,1918,RA BR,0,M,0.0,0.39,29.21,29.94,7.6,22,8.5
2013-07-26,2,41.786,-87.752,74,65,69.5,M,58,62,0, 5,-,-,RA,M,M,M,0.01,29.28,29.94,9.3,21,10.2
2013-07-27,1,41.995,-87.933,65,55,60.0,-14,51,56,5, 0,0440,1917, ,0,M,0.0,0.0,29.17,29.90,9.0,30,10.6
2013-07-27,2,41.786,-87.752,68,57,62.5,M,49,55,2, 0,-,-, ,M,M,M,0.0,29.23,29.89,10.3,30,11.3
2013-07-28,1,41.995,-87.933,69,54,61.5,-12,50,55,3, 0,0441,1916,RA,0,M,0.0,0.0,29.23,29.93,8.7,28,9.1
2013-07-28,2,41.786,-87.752,71,55,63.0,M,47,54,2, 0,-,-,RA,M,M,M,0.0,29.30,29.94,9.5,26,9.8
2013-07-29,1,41.995,-87.933,76,57,66.5,-7,55,59,0, 2,0442,1915, ,0,M,0.0,0.0,29.41,30.11,2.0,1,7.0
2013-07-29,2,41.786,-87.752,76,58,67.0,M,53,59,0, 2,-,-, ,M,M,M,0.0,29.47,30.10,2.3,2,7.7
2013-07-30,1,41.995,-87.933,74,57,65.5,-8,59,62,0, 1,0443,1914,RA,0,M,0.0,0.04,29.39,30.12,4.2,16,4.7
2013-07-30,2,41.786,-87.752,74,61,67.5,M,56,61,0, 3,-,-,RA,M,M,M,0.0,29.46,30.12,5.5,16,6.0
2013-07-31,1,41.995,-87.933,75,62,68.5,-5,64,65,0, 4,0444,1913,RA DZ BR,0,M,0.0,0.5,29.26,30.00,2.2,32,4.4
2013-07-31,2,41.786,-87.752,75,64,69.5,M,63,65,0, 5,-,-,RA DZ BR HZ,M,M,M,0.18,29.33,29.99,2.5,30,4.2
2013-08-01,1,41.995,-87.933,81,61,71.0,-2,57,62,0, 6,0445,1911, ,0,M,0.0,0.0,29.23,29.95,7.6,30,7.8
2013-08-01,2,41.786,-87.752,82,61,71.5,M,54,62,0, 7,-,-, ,M,M,M,0.0,29.29,29.95,6.2,29,7.1
2013-08-02,1,41.995,-87.933,84,62,73.0, 0,63,67,0, 8,0446,1910,RA BR,0,M,0.0,0.63,29.15,29.87,4.5,29,8.2
2013-08-02,2,41.786,-87.752,86,65,75.5,M,62,66,0,11,-,-,RA,M,M,M,0.41,29.23,29.87,2.7,23,7.7
2013-08-03,1,41.995,-87.933,81,64,72.5, 0,55,62,0, 8,0447,1909, ,0,M,0.0,0.0,29.33,30.03,5.8,2,6.8
2013-08-03,2,41.786,-87.752,79,66,72.5,M,54,62,0, 8,-,-, ,M,M,M,0.0,29.39,30.02,6.9,4,8.4
2013-08-04,1,41.995,-87.933,75,60,67.5,-5,56,61,0, 3,0448,1908,RA,0,M,0.0,0.0,29.42,30.14,5.9,6,7.8
2013-08-04,2,41.786,-87.752,74,60,67.0,M,55,61,0, 2,-,-,RA,M,M,M,0.0,29.49,30.13,6.1,7,6.9
2013-08-05,1,41.995,-87.933,75,58,66.5,-6,59,62,0, 2,0449,1907,RA,0,M,0.0,0.07,29.23,29.98,6.8,19,7.6
2013-08-05,2,41.786,-87.752,76,63,69.5,M,56,61,0, 5,-,-, ,M,M,M,0.02,29.29,29.98,7.1,18,7.9
2013-08-06,1,41.995,-87.933,83,67,75.0, 2,68,70,0,10,0450,1906, ,0,M,0.0,0.04,29.13,29.86,7.2,21,8.0
2013-08-06,2,41.786,-87.752,85,68,76.5,M,65,69,0,12,-,-, ,M,M,M,0.0,29.21,29.85,8.7,21,9.4
2013-08-07,1,41.995,-87.933,89,67,78.0, 5,68,71,0,13,0451,1904, ,0,M,0.0,0.0,29.14,29.83,4.0,30,9.9
2013-08-07,2,41.786,-87.752,91,70,80.5,M,67,71,0,16,-,-,BR,M,M,M,0.01,29.20,29.82,2.4,30,10.5
2013-08-08,1,41.995,-87.933,78,65,71.5,-1,56,62,0, 7,0452,1903, ,0,M,0.0,0.0,29.26,29.98,8.6,5,9.3
2013-08-08,2,41.786,-87.752,79,69,74.0,M,55,62,0, 9,-,-, ,M,M,M,0.0,29.33,29.96,10.5,5,10.8
2013-08-09,1,41.995,-87.933,82,59,70.5,-2,60,65,0, 6,0453,1902, ,0,M,0.0,0.0,29.28,29.98,4.7,27,5.3
2013-08-09,2,41.786,-87.752,84,62,73.0,M,58,65,0, 8,-,-, ,M,M,M,0.0,29.34,29.97,4.9,27,5.6
2013-08-10,1,41.995,-87.933,81,64,72.5, 0,57,M,0, 8,0454,1900, ,0,M,0.0,0.0,M,30.08,5.3,5,6.5
2013-08-10,2,41.786,-87.752,81,68,74.5,M,55,63,0,10,-,-, ,M,M,M,0.0,M,30.07,6.0,6,7.4
2013-08-11,1,41.995,-87.933,81,60,70.5,-2,61,M,0, 6,0455,1859,RA,0,M,0.0,0.01,29.35,30.07,2.0,27,3.0
2013-08-11,2,41.786,-87.752,84,63,73.5,M,57,64,0, 9,-,-, ,M,M,M,0.0,29.42,30.06,4.0,24,5.4
2013-08-12,1,41.995,-87.933,82,67,74.5, 2,65,68,0,10,0456,1858,RA DZ,0,M,0.0,0.27,29.21,29.93,3.5,27,7.5
2013-08-12,2,41.786,-87.752,85,69,77.0,M,63,M,0,12,-,-,RA,M,M,M,0.66,29.27,29.92,4.5,26,7.7
2013-08-13,1,41.995,-87.933,70,58,64.0,-9,52,58,1, 0,0457,1856, ,0,M,0.0,0.0,29.37,30.07,8.7,3,9.6
2013-08-13,2,41.786,-87.752,71,62,66.5,M,50,57,0, 2,-,-, ,M,M,M,0.0,29.42,30.06,11.2,2,11.9
2013-08-14,1,41.995,-87.933,72,56,64.0,-8,50,56,1, 0,0458,1855, ,0,M,0.0,0.0,29.44,30.16,3.9,4,7.1
2013-08-14,2,41.786,-87.752,71,58,64.5,M,49,56,0, 0,-,-, ,M,M,M,0.0,29.52,30.16,3.0,3,7.0
2013-08-15,1,41.995,-87.933,75,55,65.0,-7,53,58,0, 0,0459,1854, ,0,M,0.0,0.0,29.40,30.13,4.2,24,4.9
2013-08-15,2,41.786,-87.752,74,57,65.5,M,50,58,0, 1,-,-, ,M,M,M,0.0,29.47,30.13,4.5,22,5.0
2013-08-16,1,41.995,-87.933,82,55,68.5,-3,52,60,0, 4,0500,1852, ,0,M,0.0,0.0,29.44,30.15,2.8,4,5.2
2013-08-16,2,41.786,-87.752,82,58,70.0,M,51,60,0, 5,-,-, ,M,M,M,0.0,29.50,30.14,5.0,7,5.8
2013-08-17,1,41.995,-87.933,81,57,69.0,-3,56,62,0, 4,0501,1851, ,0,M,0.0,0.0,29.47,30.19,5.7,8,6.4
2013-08-17,2,41.786,-87.752,79,60,69.5,M,55,62,0, 5,-,-, ,M,M,M,0.0,29.53,30.18,6.0,7,6.3
2013-08-18,1,41.995,-87.933,81,59,70.0,-2,57,63,0, 5,0502,1849, ,0,M,0.0,0.0,29.41,30.14,3.7,8,4.8
2013-08-18,2,41.786,-87.752,81,62,71.5,M,57,64,0, 7,-,-, ,M,M,M,0.0,29.48,30.13,4.2,8,4.8
2013-08-19,1,41.995,-87.933,85,57,71.0, 0,60,65,0, 6,0503,1848, ,0,M,0.0,0.0,29.34,30.07,5.1,25,5.3
2013-08-19,2,41.786,-87.752,86,63,74.5,M,58,65,0,10,-,-,HZ,M,M,M,0.0,29.41,30.06,3.8,25,4.6
2013-08-20,1,41.995,-87.933,88,66,77.0, 6,62,68,0,12,0504,1846, ,0,M,0.0,0.0,29.34,30.06,7.7,22,8.0
2013-08-20,2,41.786,-87.752,88,68,78.0,M,61,67,0,13,-,-, ,M,M,M,0.0,29.41,30.05,7.0,21,7.5
2013-08-21,1,41.995,-87.933,90,68,79.0, 8,65,70,0,14,0505,1845,RA,0,M,0.0,0.01,29.30,30.02,8.6,23,9.0
2013-08-21,2,41.786,-87.752,91,70,80.5,M,64,70,0,16,-,-,RA,M,M,M,0.05,29.37,30.02,9.0,22,9.3
2013-08-22,1,41.995,-87.933,78,68,73.0, 2,67,69,0, 8,0506,1843,RA,0,M,0.0,0.23,29.36,30.05,1.5,23,7.0
2013-08-22,2,41.786,-87.752,78,67,72.5,M,66,68,0, 8,-,-,RA,M,M,M,0.36,29.42,30.05,2.5,24,7.0
2013-08-23,1,41.995,-87.933,82,62,72.0, 1,55,63,0, 7,0508,1842,BR,0,M,0.0,0.0,29.43,30.14,6.1,6,6.8
2013-08-23,2,41.786,-87.752,81,64,72.5,M,55,63,0, 8,-,-,BR,M,M,M,0.0,29.49,30.13,7.2,6,8.0
2013-08-24,1,41.995,-87.933,86,60,73.0, 2,59,65,0, 8,0509,1840, ,0,M,0.0,0.0,29.49,30.20,5.3,17,6.1
2013-08-24,2,41.786,-87.752,86,64,75.0,M,56,64,0,10,-,-, ,M,M,M,0.0,29.55,30.20,4.6,16,5.9
2013-08-25,1,41.995,-87.933,89,65,77.0, 7,62,68,0,12,0510,1839, ,0,M,0.0,0.0,29.46,30.18,9.2,22,9.6
2013-08-25,2,41.786,-87.752,89,68,78.5,M,60,67,0,14,-,-, ,M,M,M,0.0,29.52,30.17,9.6,21,10.1
2013-08-26,1,41.995,-87.933,92,70,81.0,11,68,72,0,16,0511,1837, ,0,M,0.0,0.0,29.34,30.06,9.0,24,9.4
2013-08-26,2,41.786,-87.752,92,70,81.0,M,66,71,0,16,-,-, ,M,M,M,0.0,29.41,30.06,9.2,23,9.5
2013-08-27,1,41.995,-87.933,96,77,86.5,17,70,75,0,22,0512,1835, ,0,M,0.0,0.0,29.18,29.90,11.7,24,12.0
2013-08-27,2,41.786,-87.752,96,77,86.5,M,68,74,0,22,-,-, ,M,M,M,0.0,29.24,29.89,12.5,24,12.7
2013-08-28,1,41.995,-87.933,83,71,77.0, 7,69,72,0,12,0513,1834, ,0,M,0.0,0.0,29.26,29.95,6.9,3,9.3
2013-08-28,2,41.786,-87.752,83,71,77.0,M,67,71,0,12,-,-,BR,M,M,M,0.0,29.32,29.94,5.8,36,8.7
2013-08-29,1,41.995,-87.933,89,66,77.5, 8,64,69,0,13,0514,1832,BR HZ,0,M,0.0,0.0,29.29,30.01,3.9,10,4.7
2013-08-29,2,41.786,-87.752,87,69,78.0,M,65,69,0,13,-,-,FG BR HZ,M,M,M,0.0,29.36,30.00,4.2,10,4.6
2013-08-30,1,41.995,-87.933,96,67,81.5,12,68,72,0,17,0515,1831,BR,0,M,0.0,0.36,29.13,29.86,4.4,26,8.3
2013-08-30,2,41.786,-87.752,96,69,82.5,M,67,71,0,18,-,-,TSRA RA,M,M,M,0.47,29.21,29.85,5.3,24,7.8
2013-08-31,1,41.995,-87.933,78,71,74.5, 6,67,69,0,10,0516,1829,TS TSRA,0,M,0.0,0.07,29.10,29.82,6.1,5,7.2
2013-08-31,2,41.786,-87.752,77,70,73.5,M,66,68,0, 9,-,-,TS TSRA RA BR,M,M,M,0.96,29.16,29.81,5.8,4,7.0
2013-09-01,1,41.995,-87.933,85,65,75.0, 7,67,70,0,10,0517,1827,TS,0,M,0.0,0.14,29.05,29.76,4.2,29,5.2
2013-09-01,2,41.786,-87.752,84,68,76.0,M,66,69,0,11,-,-, ,M,M,M,0.02,29.11,29.75,3.9,27,5.8
2013-09-02,1,41.995,-87.933,79,60,69.5, 2,61,64,0, 5,0518,1826, ,0,M,0.0,0.0,29.21,29.90,8.1,2,9.2
2013-09-02,2,41.786,-87.752,77,62,69.5,M,60,64,0, 5,-,-, ,M,M,M,0.0,29.27,29.89,7.5,2,8.7
2013-09-03,1,41.995,-87.933,77,57,67.0,-1,54,59,0, 2,0519,1824, ,0,M,0.0,0.0,29.32,30.02,4.0,30,5.8
2013-09-03,2,41.786,-87.752,76,58,67.0,M,54,60,0, 2,-,-, ,M,M,M,0.0,29.39,30.02,1.5,34,4.6
2013-09-04,1,41.995,-87.933,84,59,71.5, 4,57,63,0, 7,0520,1822, ,0,M,0.0,0.0,29.37,30.08,6.2,26,7.0
2013-09-04,2,41.786,-87.752,84,59,71.5,M,55,62,0, 7,-,-, ,M,M,M,0.0,29.44,30.08,6.4,25,6.8
2013-09-05,1,41.995,-87.933,74,59,66.5, 0,54,60,0, 2,0521,1821, ,0,M,0.0,0.0,29.49,30.20,9.0,5,9.2
2013-09-05,2,41.786,-87.752,74,65,69.5,M,53,60,0, 5,-,-, ,M,M,M,0.0,29.55,30.19,9.2,6,9.9
2013-09-06,1,41.995,-87.933,86,57,71.5, 5,58,64,0, 7,0522,1819, ,0,M,0.0,0.0,29.38,30.11,4.7,20,6.0
